4,1,0.5
4,2,0.0
4,3,0.0
4,4,14.7
4,5,0.8
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.4
4,11,0.0
4,12,0.2
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,8.2
4,30,3.9
5,1,1.5
5,2,0.3
5,3,2.2
5,4,0.0
5,5,0.0
5,6,0.0
5,7,2.2
5,8,0.7
5,9,0.2
5,10,0.0
5,11,0.0
5,12,0.0
5,13,1.1
5,14,11.6
5,15,5.6
5,16,0.6
5,17,0.0
5,18,0.0
5,19,0.1
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,3.0
5,27,0.0
5,28,3.5
5,29,0.7
5,30,4.5
5,31,0.1
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,1.5
6,7,0.2
6,8,0.7
6,9,0.0
6,10,0.0
6,11,5.4
6,12,15.2
6,13,2.7
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.1
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
7,1,0.0
7,2,0.0
7,3,0.5
7,4,0.0
7,5,0.3
7,6,0.2
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,4.9
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,11.4
7,21,0.3
7,22,0.0
7,23,0.0
7,24,5.5
7,25,0.0
7,26,0.0
7,27,0.0
7,28,1.9
7,29,0.0
7,30,0.0
7,31,0.0
8,1,4.1
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,57.8
8,7,0.1
8,8,2.6
8,9,0.1
8,10,0.1
8,11,0.0
8,12,0.0
8,13,1.7
8,14,0.7
8,15,0.0
8,16,0.0
8,17,1.7
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.5
8,22,1.1
8,23,4.0
8,24,4.7
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,3.1
8,30,0.0
8,31,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,2.9
9,14,1.9
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,4.3
9,24,0.3
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,9.2
10,1,2.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
