4,1,1.4
4,2,0.0
4,3,0.0
4,4,2.8
4,5,0.1
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.1
4,14,0.0
4,15,0.0
4,16,1.9
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,1.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,2.5
5,1,3.2
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,9.6
5,11,0.0
5,12,0.1
5,13,1.1
5,14,16.8
5,15,13.5
5,16,12.8
5,17,4.9
5,18,0.0
5,19,0.0
5,20,0.0
5,21,1.0
5,22,7.8
5,23,8.8
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,1.2
5,30,11.2
5,31,17.6
6,1,0.6
6,2,0.0
6,3,0.0
6,4,5.4
6,5,0.1
6,6,1.1
6,7,0.0
6,8,13.7
6,9,0.0
6,10,0.0
6,11,5.1
6,12,26.1
6,13,11.6
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.8
6,29,0.0
6,30,0.0
7,1,0.0
7,2,0.0
7,3,23.8
7,4,0.0
7,5,14.1
7,6,13.1
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,2.3
7,16,4.0
7,17,1.3
7,18,0.0
7,19,0.0
7,20,0.1
7,21,0.0
7,22,0.3
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,4.2
7,29,0.0
7,30,0.0
7,31,0.0
8,1,5.6
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,2.5
8,7,0.0
8,8,2.3
8,9,5.7
8,10,0.8
8,11,0.0
8,12,0.0
8,13,15.5
8,14,5.8
8,15,0.0
8,16,0.0
8,17,0.9
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.4
8,23,27.6
8,24,11.1
8,25,4.6
8,26,0.0
8,27,0.0
8,28,0.0
8,29,10.1
8,30,0.0
8,31,19.3
9,1,3.2
9,2,0.2
9,3,0.0
9,4,0.0
9,5,0.0
9,6,0.3
9,7,1.5
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.2
9,13,28.8
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.1
9,19,0.0
9,20,0.0
9,21,0.7
9,22,0.5
9,23,9.6
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,19.3
10,1,8.3
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.1
