4,1,3.2
4,2,0.0
4,3,0.0
4,4,12.0
4,5,1.9
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.1
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.3
4,16,0.1
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.2
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,4.9
5,1,3.7
5,2,0.1
5,3,5.2
5,4,0.0
5,5,0.0
5,6,0.0
5,7,3.4
5,8,0.0
5,9,0.0
5,10,1.1
5,11,0.0
5,12,0.3
5,13,0.7
5,14,14.0
5,15,13.0
5,16,3.8
5,17,3.0
5,18,0.0
5,19,25.6
5,20,0.0
5,21,0.0
5,22,16.1
5,23,12.2
5,24,0.0
5,25,0.0
5,26,3.3
5,27,7.1
5,28,2.0
5,29,3.2
5,30,8.6
5,31,6.7
6,1,0.0
6,2,0.0
6,3,1.2
6,4,2.6
6,5,0.0
6,6,7.5
6,7,1.1
6,8,14.0
6,9,0.0
6,10,0.0
6,11,5.7
6,12,17.4
6,13,20.8
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
7,1,0.0
7,2,0.0
7,3,27.7
7,4,1.0
7,5,6.5
7,6,14.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,2.9
7,15,1.7
7,16,0.0
7,17,9.4
7,18,0.0
7,19,0.0
7,20,9.4
7,21,0.2
7,22,0.0
7,23,0.0
7,24,0.0
7,25,6.3
7,26,0.0
7,27,0.0
7,28,9.5
7,29,0.0
7,30,0.0
7,31,0.0
8,1,1.8
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,2.0
8,8,0.1
8,9,0.4
8,10,0.2
8,11,0.0
8,12,0.0
8,13,16.9
8,14,13.1
8,15,0.0
8,16,0.0
8,17,21.7
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.4
8,24,6.2
8,25,3.5
8,26,0.0
8,27,0.0
8,28,0.0
8,29,25.7
8,30,0.0
8,31,0.5
9,1,2.8
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,1.2
9,7,1.3
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,6.6
9,13,7.3
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.3
9,22,0.0
9,23,11.8
9,24,0.1
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,8.8
10,1,1.4
10,2,0.1
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
